price_raw,title,location,status,availability,property_type,beds,baths,author,post-date,listing_url,24hrs Power,30kva generator,5kva inverter,Balcony,BQ,Car Park,CCTV,Children Playground,Fitted Bathrooms,Fitted Kitchen,Fully Furnished,Gated Estate,Gym,Home Automation,Home Entertainment Unit,Jacuzzi,Maid's Room,Rooftop Terrace,Swimming Pool,Walk-in Closet,WiFi,Golf Course View,Private Elevator,Study,Cinema,Garden,area(sqm),Water Front,Private Cinema,Water View,Football Pitch,Tennis Court,Sauna,price(NGN),price(millions_NGN),log_price_millions_NGN
"NGN GNGN  140,000,000",Fully Serviced 2- & 3-Bedroom Apartments with Swimming Pool,Ikate,Sale,sale,Apartment,2.0,2.0,,10 months ago,https://cwlagos.com/property/fully-serviced-2-3-bedroom-apartments-with-swimming-pool/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,,,,,,,,,,,140000000.0,140.0,4.941642422609304
"10,000,000",2-Bedroom Apartment,Ikate,Rent,rent,Apartment,2.0,2.0,admin-cw,2 weeks ago,https://cwlagos.com/property/2-bedroom-apartment-40/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0,10.0,2.302585092994046
"145,000,000",2-Bedroom Apartment,Ikate,Sale,sale,Apartment,2.0,2.0,Peter Ogunremi,7 months ago,https://cwlagos.com/property/2-bedroom-apartment/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145000000.0,145.0,4.976733742420574
"15,000,000",Fully Serviced 3-Bedroom Terrace Duplex with BQ,Ikate,Rent,rent,Terraced,3.0,3.0,Peter Ogunremi,7 months ago,https://cwlagos.com/property/fully-serviced-3-bedroom-terrace-duplex-with-bq/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000000.0,15.0,2.70805020110221
"250,000,000",4-Bedroom Semi-Detached Duplex with BQ,Ikate,Sale,sale,Semi Detached,4.0,4.0,Peter Ogunremi,7 months ago,https://cwlagos.com/property/4-bedroom-semi-detached-duplex-with-bq-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000000.0,250.0,5.521460917862246
"650,000,000",4-Bedroom Semi-Detached House,Ikate,Sale,sale,Semi Detached,,,Peter Ogunremi,7 months ago,https://cwlagos.com/property/4-bedroom-semi-detached-house/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650000000.0,650.0,6.476972362889683
"3,000,000,000",52-Room Max-Functioning Hotel,Ikate,Sale,sale,Commercial Space,,,Peter Ogunremi,7 months ago,https://cwlagos.com/property/52-room-max-functioning-hotel/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000000.0,3000.0,8.006367567650246
"NGN GNGN  300,000,000",4 units of 4 Bedroom Terraced Duplex with 1 BQ,Ikate,Sale,sale,Terraced,4.0,4.0,admin-cw,7 months ago,https://cwlagos.com/property/4-units-of-4-bedroom-terraced-duplex-with-1-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,,300000000.0,300.0,5.703782474656201
"NGN GNGN  300,000,000",4 units of 4 Bedroom Terraced Duplex with 1 BQ,Ikate,Sale,sale,Terraced,4.0,4.0,admin-cw,7 months ago,https://cwlagos.com/property/4-units-of-4-bedroom-terraced-duplex-with-1-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,,300000000.0,300.0,5.703782474656201
"12,000,000",3-Bedroom Apartment with BQ,Ikate,Rent,rent,Apartment,3.0,3.0,Peter Ogunremi,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-with-bq-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000000.0,12.0,2.4849066497880004
"280,000,000",4-Bedroom Terrace,Ikate,Sale,sale,Terraced,4.0,4.0,Ngonadi Uzoma,3 months ago,https://cwlagos.com/property/4-bedroom-terrace-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280000000.0,280.0,5.634789603169249
"170,000,000",Commercial Property,Ikate,Rent,rent,Commercial Space,,,Ngonadi Uzoma,3 months ago,https://cwlagos.com/property/commercial-property/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170000000.0,170.0,5.135798437050262
125000000,2-Bedroom Apartment,Ikate,Sale,sale,Apartment,2.0,2.0,Peter Ogunremi,7 months ago,https://cwlagos.com/property/2-bedroom-apartment-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000000.0,125.0,4.8283137373023015
"NGN GNGN 900,000,000","5 Bedroom Detached Duplex  – Ikate, Lekki",Ikate,Sale,sale,Detached,5.0,5.0,admin-cw,4 days ago,https://cwlagos.com/property/5-bedroom-detached-duplex-ikate-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900000000.0,900.0,6.802394763324311
"10,000,000",2-Bedroom Apartment,Ikate,Rent,rent,Apartment,2.0,2.0,admin-cw,2 weeks ago,https://cwlagos.com/property/2-bedroom-apartment-39/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0,10.0,2.302585092994046
"NGN GNGN 900,000,000","5 Bedroom Detached Duplex  – Ikate, Lekki",Ikate,Sale,sale,Detached,5.0,5.0,admin-cw,4 days ago,https://cwlagos.com/property/5-bedroom-detached-duplex-ikate-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900000000.0,900.0,6.802394763324311
"12,000,000",2-Bedroom Apartment,Ikate,Rent,rent,Apartment,2.0,2.0,admin-cw,2 weeks ago,https://cwlagos.com/property/2-bedroom-apartment-38/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000000.0,12.0,2.4849066497880004
"15,000,000",Fully Furnished 2-Bedroom Apartment,Ikate,Rent,rent,Apartment,2.0,2.0,Peter Ogunremi,1 month ago,https://cwlagos.com/property/fully-furnished-2-bedroom-apartment-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000000.0,15.0,2.70805020110221
"NGN GNGN  175,000,000",Luxury 2 Bedroom Apartments with Elevator & Pool,Ikate,Sale,sale,Apartment,2.0,2.0,,10 months ago,https://cwlagos.com/property/luxury-2-bedroom-apartments-with-elevator-pool/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,,,,,,,,,,,,175000000.0,175.0,5.1647859739235145
"NGN GNGN 850,000,000",5 Bedroom Semi Detached Duplex in Ikate,Ikate,Sale,sale,Semi Detached,5.0,5.0,admin-cw,5 months ago,https://cwlagos.com/property/5-bedroom-semi-detached-duplex-in-ikate/,,,,,,,,,True,True,,,,,,,,,True,,,,,,,,,,True,,,,,850000000.0,850.0,6.745236349484363
"10,000,000",2-Bedroom Apartment,Ikate,Rent,rent,Apartment,2.0,2.0,Peter Ogunremi,6 months ago,https://cwlagos.com/property/2-bedroom-apartment-10/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0,10.0,2.302585092994046
"150,000,000",2-Bedroom Apartment,Ikate,Sale,sale,Apartment,2.0,2.0,Peter Ogunremi,3 months ago,https://cwlagos.com/property/2-bedroom-apartment-14/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000000.0,150.0,5.0106352940962555
"NGN GNGN  200,000,000",32 units of 4 Bedroom Terraced Duplex with 1 BQ,Ikate,Sale,sale,Terraced,4.0,4.0,admin-cw,7 months ago,https://cwlagos.com/property/32-units-of-4-bedroom-terraced-duplex-with-1-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,,True,,,,,200000000.0,200.0,5.298317366548036
"NGN GNGN  315,000,000",2 units of 5 Bedroom Semi-Detached Duplex with 1 BQ,Ikate,Sale,sale,Semi Detached,5.0,5.0,admin-cw,7 months ago,https://cwlagos.com/property/2-units-of-5-bedroom-semi-detached-duplex-with-1-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,,315000000.0,315.0,5.752572638825633
"NGN GNGN  9,000,000",4 Bedroom Terraced Duplex,Ikate,Rent,rent,Terraced,4.0,4.0,admin-cw,7 months ago,https://cwlagos.com/property/4-bedroom-terraced-duplex/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,,,,,,,,,,,,9000000.0,9.0,2.1972245773362196
"NGN GNGN  950,000,000",Land Measuring 1000 sqm,Ikate,Sale,sale,,,,Kemi Adeyinka,6 months ago,https://cwlagos.com/property/land-measuring-1000-sqm/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,,,True,True,,,,,True,1000 sqm,,,,,,,950000000.0,950.0,6.856461984594587
"NGN GNGN  1,600,000,000",6 Bedroom Fully Detached Penthouse with 1 BQ,Ikate,Sale,sale,Detached,6.0,6.0,admin-cw,6 months ago,https://cwlagos.com/property/6-bedroom-fully-detached-penthouse-with-1-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,,True,,,,,1600000000.0,1600.0,7.3777589082278725
"NGN GNGN  1,100,000,000",5 Bedroom Fully Detached Duplex with 1 BQ,Ikate,Sale,sale,Detached,5.0,5.0,admin-cw,6 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-duplex-with-1-bq-7/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,,True,,,,,1100000000.0,1100.0,7.003065458786462
"NGN GNGN  240,000,000",Brand New 4 Bedroom Semi-Detached Triplex with BQ,Ikate,Sale,sale,Semi Detached,4.0,4.0,,10 months ago,https://cwlagos.com/property/brand-new-4-bedroom-semi-detached-triplex-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,240000000.0,240.0,5.480638923341991
"NGN GNGN  140,000,000",Fully Serviced 2- & 3-Bedroom Apartments with Swimming Pool,Ikate,Sale,sale,Apartment,2.0,2.0,,10 months ago,https://cwlagos.com/property/fully-serviced-2-3-bedroom-apartments-with-swimming-pool/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,,,,,,,,,,,140000000.0,140.0,4.941642422609304
"NGN GNGN  175,000,000",Luxury 2 Bedroom Apartments with Elevator & Pool,Ikate,Sale,sale,Apartment,2.0,2.0,,10 months ago,https://cwlagos.com/property/luxury-2-bedroom-apartments-with-elevator-pool/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,,,,,,,,,,,,175000000.0,175.0,5.1647859739235145
"NGN GNGN  1,200,000,000",5 Bedroom Home sitting on 525sqm in a very Serene Estate,Ikate,Sale,sale,Detached,5.0,5.0,admin-cw,6 months ago,https://cwlagos.com/property/5-bedroom-home-sitting-on-525sqm-in-a-very-serene-estate/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,True,,,,,True,,,,,1200000000.0,1200.0,7.090076835776092
"NGN GNGN  900,000,000",5 Bedroom Home sitting on 606sqm in a very Serene Estate,Ikate,Sale,sale,Detached,5.0,5.0,admin-cw,6 months ago,https://cwlagos.com/property/5-bedroom-home-sitting-on-606sqm-in-a-very-serene-estate/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,True,,True,606sqm,,,,,,,900000000.0,900.0,6.802394763324311
"NGN GNGN  250,000,000",4 Bedroom Semi-Detached Duplex with BQ,Ikate,Sale,sale,Semi Detached,4.0,4.0,Peter Ogunremi,5 months ago,https://cwlagos.com/property/4-bedroom-semi-detached-duplex-with-bq-6/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,,250000000.0,250.0,5.521460917862246
"NGN GNGN  300,000,000",Contemporary 4 Bedroom Semi-Detached Duplex with BQ,Ikate,Sale,sale,Semi Detached,4.0,4.0,Peter Ogunremi,9 months ago,https://cwlagos.com/property/contemporary-4-bedroom-semi-detached-duplex-with-bq-2/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,300000000.0,300.0,5.703782474656201
"1,000,000,000",5-Bedroom detached villa,Ikate,Sale,sale,Detached,5.0,5.0,Peter Ogunremi,4 months ago,https://cwlagos.com/property/5-bedroom-villa-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000000.0,1000.0,6.907755278982137
"150,000,000",2-Bedroom Apartment – Back & Middle Units,Ikate,Sale,sale,Apartment,2.0,2.0,Peter Ogunremi,3 months ago,https://cwlagos.com/property/2-bedroom-apartment-back-middle-units/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000000.0,150.0,5.0106352940962555
"NGN GNGN  120,000,000",2 Bedroom Apartment,Ikate,Sale,sale,Apartment,2.0,2.0,Peter Ogunremi,7 months ago,https://cwlagos.com/property/2-bedroom-apartment-3/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,,True,True,,,,True,,,,,120000000.0,120.0,4.787491742782046
"400,000,000",4-Bedroom Semi-Detached Duplex with BQ,Ikate,Sale,sale,Semi Detached,4.0,4.0,Peter Ogunremi,5 months ago,https://cwlagos.com/property/4-bedroom-semi-detached-duplex-with-bq-8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000000.0,400.0,5.991464547107982
"NGN GNGN  1,200,000,000",5 Bedroom Home sitting on 525sqm in a very Serene Estate,Ikate,Sale,sale,Detached,5.0,5.0,admin-cw,6 months ago,https://cwlagos.com/property/5-bedroom-home-sitting-on-525sqm-in-a-very-serene-estate/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,True,,,,,True,,,,,1200000000.0,1200.0,7.090076835776092
"155,000,000",3-Bedroom Terrace duplex with BQ,Ikate,Sale,sale,Terraced,3.0,3.0,Peter Ogunremi,5 months ago,https://cwlagos.com/property/3-bedroom-terrace-duplex-with-bq/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155000000.0,155.0,5.043425116919247
"NGN GNGN  900,000,000",5 Bedroom Home sitting on 606sqm in a very Serene Estate,Ikate,Sale,sale,Detached,5.0,5.0,admin-cw,6 months ago,https://cwlagos.com/property/5-bedroom-home-sitting-on-606sqm-in-a-very-serene-estate/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,True,,True,606sqm,,,,,,,900000000.0,900.0,6.802394763324311
"NGN GNGN  2,800,000,000","2,343sqm Bare Dry Land with 1,419sqm Setback",Ikate,Sale,sale,,,,Rose,8 months ago,https://cwlagos.com/property/2343sqm-bare-dry-land-with-1419sqm-setback/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,"2,343 sqm",,,,,,,2800000000.0,2800.0,7.937374696163295
"NGN GNGN  1,600,000,000",6 Bedroom Fully Detached Penthouse with 1 BQ,Ikate,Sale,sale,Detached,6.0,6.0,admin-cw,6 months ago,https://cwlagos.com/property/6-bedroom-fully-detached-penthouse-with-1-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,,True,,,,,1600000000.0,1600.0,7.3777589082278725
"NGN GNGN  880,000,000",Detached 5 Bedroom with BQ,Ikate,Sale,sale,Detached,5.0,5.0,Peter Ogunremi,5 months ago,https://cwlagos.com/property/detached-5-bedroom-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,,True,,,,,880000000.0,880.0,6.779921907472252
"NGN GNGN  950,000,000",5 Bedroom Semi-Detached House with BQ,Ikate,Sale,sale,Semi Detached,5.0,5.0,Peter Ogunremi,5 months ago,https://cwlagos.com/property/5-bedroom-semi-detached-house-with-bq-2/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,,950000000.0,950.0,6.856461984594587
"NGN GNGN  2,800,000,000","2,343sqm Bare Dry Land with 1,419sqm Setback",Ikate,Sale,sale,,,,Rose,8 months ago,https://cwlagos.com/property/2343sqm-bare-dry-land-with-1419sqm-setback/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,"2,343 sqm",,,,,,,2800000000.0,2800.0,7.937374696163295
"NGN GNGN  200,000,000",32 units of 4 Bedroom Terraced Duplex with 1 BQ,Ikate,Sale,sale,Terraced,4.0,4.0,admin-cw,7 months ago,https://cwlagos.com/property/32-units-of-4-bedroom-terraced-duplex-with-1-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,,True,,,,,200000000.0,200.0,5.298317366548036
"NGN GNGN  250,000,000",4 Bedroom Semi-Detached Duplex with BQ,Ikate,Sale,sale,Semi Detached,4.0,4.0,Peter Ogunremi,5 months ago,https://cwlagos.com/property/4-bedroom-semi-detached-duplex-with-bq-6/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,,250000000.0,250.0,5.521460917862246
"NGN GNGN  9,000,000",4 Bedroom Terraced Duplex,Ikate,Rent,rent,Terraced,4.0,4.0,admin-cw,7 months ago,https://cwlagos.com/property/4-bedroom-terraced-duplex/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,,,,,,,,,,,,9000000.0,9.0,2.1972245773362196
"NGN GNGN  120,000,000",2 Bedroom Apartment,Ikate,Sale,sale,Apartment,2.0,2.0,Peter Ogunremi,7 months ago,https://cwlagos.com/property/2-bedroom-apartment-3/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,,True,True,,,,True,,,,,120000000.0,120.0,4.787491742782046
"NGN GNGN  1,100,000,000",5 Bedroom Fully Detached Duplex with 1 BQ,Ikate,Sale,sale,Detached,5.0,5.0,admin-cw,6 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-duplex-with-1-bq-7/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,,True,,,,,1100000000.0,1100.0,7.003065458786462
"350,000,000",3-Bedroom Terrace & 4-Bedroom Penthouse with BQ,Ikate,Sale,sale,Penthouse,3.0,3.0,Peter Ogunremi,1 month ago,https://cwlagos.com/property/3-bedroom-terrace-4-bedroom-penthouse-with-bq/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350000000.0,350.0,5.857933154483459
"NGN GNGN  300,000,000",Contemporary 4 Bedroom Semi-Detached Duplex with BQ,Ikate,Sale,sale,Semi Detached,4.0,4.0,Peter Ogunremi,9 months ago,https://cwlagos.com/property/contemporary-4-bedroom-semi-detached-duplex-with-bq-2/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,300000000.0,300.0,5.703782474656201
"NGN GNGN  950,000,000",5 Bedroom Semi-Detached House with BQ,Ikate,Sale,sale,Semi Detached,5.0,5.0,Peter Ogunremi,5 months ago,https://cwlagos.com/property/5-bedroom-semi-detached-house-with-bq-2/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,,950000000.0,950.0,6.856461984594587
"NGN GNGN  315,000,000",2 units of 5 Bedroom Semi-Detached Duplex with 1 BQ,Ikate,Sale,sale,Semi Detached,5.0,5.0,admin-cw,7 months ago,https://cwlagos.com/property/2-units-of-5-bedroom-semi-detached-duplex-with-1-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,,315000000.0,315.0,5.752572638825633
"NGN GNGN  880,000,000",Detached 5 Bedroom with BQ,Ikate,Sale,sale,Detached,5.0,5.0,Peter Ogunremi,5 months ago,https://cwlagos.com/property/detached-5-bedroom-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,,True,,,,,880000000.0,880.0,6.779921907472252
"NGN GNGN  155,000,000",Brand New 3 Bedroom Apartment with BQ,Ikate,Sale,sale,Apartment,3.0,3.0,Peter Ogunremi,10 months ago,https://cwlagos.com/property/brand-new-3-bedroom-apartment-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,155000000.0,155.0,5.043425116919247
"360,000,000",5 Bedroom Duplex,Lekki,Sale,sale,Detached,5.0,5.0,Peter Ogunremi,7 months ago,https://cwlagos.com/property/5-bedroom-duplex/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360000000.0,360.0,5.886104031450156
"NGN GNGN 25,000,000",4 Bedroom Terrace in Ikoyi,Ikoyi,Rent,rent,Terraced,4.0,4.0,admin-cw,4 months ago,https://cwlagos.com/property/4-bedroom-terrace-in-ikoyi/,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,25000000.0,25.0,3.2188758248682006
"NGN GNGN 2,000,000",Land Measuring 2100sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,4 months ago,https://cwlagos.com/property/land-measuring-2100sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,2.0,0.6931471805599453
"NGN GNGN 2,000,000",Land Measuring 500sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,4 months ago,https://cwlagos.com/property/land-measuring-500sqm-in-ikoyi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,2.0,0.6931471805599453
"NGN GNGN 25,000,000",4 Bedroom Semi Detached House in Ikoyi,Ikoyi,Rent,rent,Semi Detached,4.0,4.0,admin-cw,4 months ago,https://cwlagos.com/property/4-bedroom-semi-detached-house-in-ikoyi/,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,25000000.0,25.0,3.2188758248682006
"NGN GNGN 2,000,000",Land Measuring 1052sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,4 months ago,https://cwlagos.com/property/land-measuring-1052sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,2.0,0.6931471805599453
"NGN GNGN 2,500,000",Land Measuring 5913sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,4 months ago,https://cwlagos.com/property/land-measuring-5913sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500000.0,2.5,0.9162907318741551
"NGN GNGN 2,800,000",Land Measuring 500sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,4 months ago,https://cwlagos.com/property/land-measuring-500sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800000.0,2.8,1.0296194171811581
"NGN GNGN 3,000,000",Land Measuring 2042sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,4 months ago,https://cwlagos.com/property/land-measuring-2042sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,3.0,1.0986122886681098
"NGN GNGN 7,000,000,000",JOINT VENTURE OPPORTUNITY | IKOYI,Ikoyi,Sale,sale,,,,admin-cw,2 weeks ago,https://cwlagos.com/property/joint-venture-opportunity-ikoyi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,,,,,,,7000000000.0,7000.0,8.85366542803745
"NGN GNGN 2,800,000","Land Measuring 5,750sqm in Ikoyi",Ikoyi,Sale,sale,,,,admin-cw,4 months ago,https://cwlagos.com/property/land-measuring-5750sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800000.0,2.8,1.0296194171811581
"NGN GNGN 60,000,000",4-Bed Semi-Detached House in Ikoyi,Ikoyi,Rent,rent,Semi Detached,4.0,4.0,admin-cw,2 months ago,https://cwlagos.com/property/4-bed-semi-detached-house-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000000.0,60.0,4.0943445622221
"NGN GNGN 100,000,000","Five-Bed Duplex in Banana Island, Ikoyi",Ikoyi,Rent,rent,,5.0,5.0,admin-cw,2 months ago,https://cwlagos.com/property/five-bed-duplex-in-banana-island-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,100.0,4.605170185988092
"NGN GNGN 3,400,000",Land Measuring 1580sqm- Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,3 weeks ago,https://cwlagos.com/property/land-measuring-1580sqm-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,1580,,,,,,,3400000.0,3.4,1.2237754316221157
"NGN GNGN 1,500,000,000",5-BEDROOM DETACHED DUPLEX- IKOYI,Ikoyi,Sale,sale,Detached,5.0,5.0,admin-cw,2 weeks ago,https://cwlagos.com/property/5-bedroom-detached-duplex-ikoyi-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500000000.0,1500.0,7.313220387090301
"NGN GNGN 3,400,000",Land Measuring 1580sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,2 weeks ago,https://cwlagos.com/property/land-measuring-1580sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,1580,,,,,,,3400000.0,3.4,1.2237754316221157
"NGN GNGN 3,500,000",Land Measuring 2419sqm- Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,2 weeks ago,https://cwlagos.com/property/land-measuring-2419sqm-ikoyi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,2419,,,,,,,3500000.0,3.5,1.252762968495368
"NGN GNGN 2,800,000",Land Measuring 1000sqm in Ikoyi,Ikoyi,Sale,rent,,,,admin-cw,4 months ago,https://cwlagos.com/property/land-measuring-1000sqm-in-ikoyi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800000.0,2.8,1.0296194171811581
868062000.0,LUXURY APARTMENTS- IKOYI,Ikoyi,Sale,sale,Apartment,2.0,2.0,admin-cw,2 weeks ago,https://cwlagos.com/property/luxury-apartments-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868062000.0,868.062,6.76626314068088
"NGN GNGN 3,500,000,000",Land Measuring 1223sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,4 months ago,https://cwlagos.com/property/land-measuring-1223sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500000000.0,3500.0,8.160518247477505
"NGN GNGN 750,000,000",Land Measuring 650sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,4 months ago,https://cwlagos.com/property/land-measuring-650sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750000000.0,750.0,6.620073206530356
"NGN GNGN 2,900,000",Land Measuring 4000sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,4 months ago,https://cwlagos.com/property/land-measuring-4000sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900000.0,2.9,1.0647107369924282
868062000.0,Ultra Luxury 3 Bedroom Apartment with 2 Room Boys Quarter,Ikoyi,Sale,sale,Apartment,3.0,3.0,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/ultra-luxury-3-bedroom-apartment-with-2-room-boys-quarter/,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,,,,True,,,True,,,,,868062000.0,868.062,6.76626314068088
"NGN GNGN 20,000,000",2 Bedroom Apartment plus BQ in Ikoyi,Ikoyi,Rent,rent,Apartment,2.0,2.0,admin-cw,4 months ago,https://cwlagos.com/property/2-bedroom-apartment-plus-bq-in-ikoyi/,,,,,,True,,,,,,,True,,,,,,True,,,,,,,True,,,,,,,,20000000.0,20.0,2.995732273553991
